id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
TNcsEAAAQBAJ,History für Eilige 2,"Matthias von Hellfeld, Meike Rosenplänter, Markus Dichmann",Verlag Herder GmbH,2021-10-12,History,,,382,de,"Nach dem großen Erfolg ihres ersten Buchs ""History für Eilige"" legen Meike Rosenplänter, Matthias von Hellfeld und Markus Dichmann nach. Sie stellen uns weitere spannende und historische Ereignisse und außergewöhnliche Personen aus der Weltgeschichte vor, mit denen sie auch in ihrem Erfolgspodcast ""Eine Stunde History"" von Deutschlandfunk Nova ein Publikum hunderttausendfach begeistern:> über 500.000 Hörerinnen und Hörer jede Woche> über 55 Mio. Downloads und Streams insgesamt> Podcast des Jahre"
Vu1VAAAAcAAJ,"Geistliche Stadt Gottes, Mirackul Seiner Allmacht und Abgrund der Gnad. Göttliche History und Leben der Mutter Gottes Mariae etc",Maria n. sc. de Jesu Coronel,,1718,,,,924,de,
Lqgt3PzK0j4C,"""The angel of history is looking back""","Bernd Neumann, Helgard Mahrdt, Martin Frank",Königshausen & Neumann,2001,History,5,1,432,de,
MR2I3hdYkV0C,"History of Duchess County, New York","James Hadden Smith, Hume H. Cale, William E. Roscoe",,1882,History,,,805,en,
qNw-YfKzmkwC,The History of Sicily from the Earliest Times,Freeman,,1891,,,,628,en,
-g7-gDqptGkC,"The Constitutional History of England Since the Accession of George the Third, 1760-1860",Thomas Erskine May (Baron Farnborough.),,1871,,,,554,en,
Y33QOx8GXAEC,History of Civilization in England,Henry Thomas Buckle,,1877,France,,,522,en,
gZW0xiHkzQsC,The History of the Reformation of Religion Within the Realm of Scotland,John Knox,,1899,Reformation,,,400,en,
yqZUuy2kcrQC,The History of Freemasonry,Robert Freke Gould,,1886,,,,292,en,
2Kp9B-vGtF4C,History of the United States,Alma Holman Burton,,1899,United States,,,460,en,
QaxgFlRSVa4C,"A Lecture on the Study of History Delivered at Cambridge, June 11, 1895",John Emerich Edward Dalberg Acton Baron Acton,,1896,History,,,158,en,
u2XhbK-ECAMC,Original Sanskrit Texts on the Origin and History of the People of India,"John Muir, Trübner & Co (Londres)",,1874,,,,608,en,
NLJBLQRQTKcC,"Animal Plagues; Their History, Nature, and Prevention",George Fleming (Veterinary Surgeon.),,1882,,,,560,en,
wW_R2N1Lzu0C,History of the Pequot War,,,1897,New England,,,188,en,
ZL2bWCzRydwC,A Short History of German Literature,Hosmer,,1892,,,,630,en,
ICina0OKqQAC,"Memoirs of eminent Etonians, with notices of the early history of Eton college",Sir Edward Shepherd Creasy,,1876,,,,694,en,
YnQftRgkdt0C,Text-Book of Church History. [Translated by J. H. A. Bomberger.],Johann Heinrich KURTZ,,1870,,,,456,en,
No7Dnh7FIIcC,“An” Introduction to English Economic History and Theory: The Middle Ages,Sir William James Ashley,,1888,Great Britain,,,252,en,
-4tCYVDt-O8C,The History of the Ancient Town and Borough of Newbury in the County of Berks,Walter Money,,1887,Berkshire (England),,,658,en,
2KNCxeCmR30C,History of English Literature,Hippolyte Taine,,1898,English literature,,,480,en,
2zIZhMtzQrQC,A History of New England,"R. H. Howard, Henry E. Crocker",,1879,New England,,,856,en,
_SVotuk9SkwC,"A history of Greek art, with an introductory chapter on art in...",Frank Bigelow Tarbell,,1896,,,,308,en,
ad1_eAmksUcC,A history of the Scottish people from the earliest times,Thomas Napier Thomson,,1893,,,,336,en,
3CuvKH0YolIC,Military History of Ulysses S. Grant,Adam Badeau,,1881,United States,,,782,en,
7Un5C2i4d5wC,The History of Margaret Morton. [A Novel],Contemporary,,1878,,,,402,en,
YZH7IpFAPU0C,"The Early History of the Independent Church at Rothwell, Alias Rowell, in Northamptonshire, from the 3rd Year of the Protectorate to the Death of Queen Anne",Norman GLASS (Pastor.),,1871,,,,192,en,
UuERRuw9yQUC,"Journal of Researches Into the Natural History and Geology of the Countries Visited During the Voyage of H.M.S. Beagle Round the World, Under the Command of Capt. Fitz Roy, R.N.",Charles Darwin,,1891,Beagle Expedition,,,412,en,
ZwteuqjoD5sC,Lectures on the History & Objects of Co-operation,Hughes,,1878,,,,36,en,
KuwoZKE2G94C,"History of the United States of America, Under the Constitution",James Schouler,,1894,,,,558,en,
Nyn-i6j3wZQC,"Old and New London: a Narrative of Its History, Its People and Its Places",George Walter Thornbury,,1873,,5,1,602,en,
roOLfgWbIccC,"Merlin ; Or, the Early History of King Arthur",Henry Benjamin Wheatley,,1865,Arthurian romances,,,156,en,
KV5t7l16TpMC,"The creeds of Christendom, with a history and critical notes",Philip Schaff,,1878,,,,908,en,
s-Tg1Lb7nyMC,Journal of Economic and Business History,,,1929,,,,654,en,
a0meXUPKHOAC,Localizing Oral History,W. K. McNeil,,1969,History,,,32,en,
yYyJEAAAQBAJ,5 Steps to a 5: AP U.S. History 2023 Elite Student Edition,Daniel P. Murphy,McGraw Hill Professional,2022-08-01,Study Aids,,,787,en,"AP Teachers’ #1 Choice! Ready to succeed in your AP course and ace your exam? Our 5 Steps to a 5 guides explain the tough stuff, offer tons of practice and explanations, and help you make the most efficient use of your study time. 5 Steps to a 5: AP U.S. History Elite is more than a review guide, it’s a system that has helped thousands of students walk into test day feeling prepared and confident. Everything you Need for a 5: 3 full-length practice tests that align with the latest College Board "
wbfAfFTrj_wC,Illinois History Teacher,,,2006,Illinois,,,62,en,
MrwW2Fe7gV8C,The History of Nations,Henry Cabot Lodge,,1928,World history,,,582,en,
tDCANsu7vPcC,"A History of St. Joseph County, Indiana",Timothy Edward Howard,,1907,Saint Joseph County (Ind.),,,774,en,
7xv5_n0LZEwC,Transafrican Journal of History,,,1971,Africa,,,238,en,
qID5rkZjgaUC,World History 1,Dallas Public Schools,,1946,History,,,52,en,
2dB9fGUKpEUC,Indiana History Bulletin,,,1937,Indiana,,,112,en,
SvzpmfNN2sgC,Bulletin of the Boston Society of Natural History,Boston Society of Natural History,,1929,Natural history,,,722,en,
eC5AjSaxtuIC,"Fifth Grade, Tentative Outline in Geography and History",Kansas City (Mo.). Dept. of Education,,1930,Education,,,58,en,
37I_sGBiRw4C,History of Medieval Philosophy,Maurice Wulf,,1926,"Philosophy, Medieval",,,440,en,
cVbTeNKWw8gC,"An Illustrated History of Central Oregon, Embracing Wasco, Sherman, Gilliam, Wheeler, Crook, Lake and Klamath Counties, State of Oregon","Arthur P. Rose, Richard F. Steele, A. E. Adams",,1905,Crook County (Or.),,,1332,en,
v5_uHAi5b1AC,Pamphlets on Forestry. History,,,1991,Forests and forestry,,,520,en,
rljHNdcSCdgC,The History of Statistics,John Koren,,1918,Statistics,,,800,en,
OFkwcqx3d0YC,The Essential Facts of American History,Lawton Bryan Evans,,1917,United States,,,598,en,
p8pYJx8NNhUC,Some Difficulties in Elementary School History,Adelaide May Ayer,,1926,Education,,,88,en,
E03vjRg1zaUC,"Bennington, Vermont, an Industrial History",Rush Welter,,1959,Bennington (Vt.),,,146,en,
rOfmm3QC-RcC,"Surgery, Its Principles and Practice: History; surgical physiology; surgical pathology; infections; tumors; wounds","William Williams Keen, John Chalmers Da Costa",,1906,,,,1032,en,
OOYOHpfIc0QC,Oral History,,,1975,Oral history,,,350,en,
kLsPClu6NBgC,The Journal of Arizona History,,,1986,American periodicals,,,530,en,
xGdhwLYcgpEC,History of Our County and State,,,1959,Aurora County (S.D.),,,310,en,
HDpM28qwtxkC,History of the United States from the Compromise of 1850...,James Ford Rhodes,,1919,United States,,,518,en,
LeP2HUgviBMC,Journal of Illinois History,,,2009,Illinois,,,88,en,
UN39US9J7XIC,"History of Ellsworth, Maine",Albert Hopkins Davis,,1927,Ellsworth (Me.),,,258,en,
aSL7kHUhCHwC,"Theatre History Studies 2014, Vol. 33",Elizabeth Reitz Mullenix,University Alabama Press,2014-12-15,Performing Arts,,,324,en,"Volume 33 of Theatre History Studies explores war. War is a paradox—horrifying and compelling, galvanizing and devastating, a phenomenon that separates and decimates while at the same time creating and strengthening national identity and community bonds. War is the stuff of great drama. War and theatre is a subject of increasing popularity among scholars of theatre. The essays in this special edition of Theatre History Studies brings together a unique collection of work by thirteen innovative sc"
m_12ff1MGecC,Outline History of Utica and Vicinity,"New Century Club (Utica, N.Y.)",,1900,Utica (N.Y.),,,234,en,
vIIVmrKtgOQC,History of Indiana from Its Exploration to 1922,Logan Esarey,,1924,Indiana,,,612,en,
q7OXl1Oip40C,The Victoria History of the County of Oxford,Louis Francis Salzman,,1962,Natural history,,,310,en,
L0VbZ3L7PI4C,Guide to the Sources of Asian History,International Council on Archives,,1989,Archives,,,312,en,
oU-zVqbI5ZgC,Bulletin of the American Museum of Natural History,Joel Asaph Allen,,1978,Natural history,,,378,en,"Comprises articles on geology, paleontology, mammalogy, ornithology, entomology and anthropology."
vx_ibvn2wdsC,Helps in the Field of Geography and History,University of Iowa. Education 151 SA.,,1929,Geography,,,152,en,
QHp9SVvCch4C,The Victoria History of the County of Stafford,William Page,,1963,Natural history,,,414,en,
D74qlu4mzRIC,European Treaties Bearing on the History of the United States and Its Dependencies,"Frances Gardiner Davenport, Charles Oscar Paullin","Gloucester, Mass. : P. Smith",1929,Europe,,,400,en,
26Du2QT-vqoC,A History of English Law: Book 1 [i.e. 2] (449-1066) Anglo-Saxon antiquities. Book 2 [i.e. 3] (1066-1485) The mediaeval common law,Sir William Searle Holdsworth,,1966,Law,,,714,en,
jlKxX-DvFtkC,"The Cambridge History of India: British India, 1497-1858, edited by H. H. Dodwell",,,1962,India,,,728,en,
8uOQD-z5vJYC,"A Century of Continental History, 1780-1880",John Holland Rose,,1900,Europe,,,440,en,
CiyFRN-cZ8EC,"Oakland, Garrett County, Maryland, Centennial History, 1849-1949",Thekla Fundenberg Weeks,,1949,"Oakland (Garrett County, Md.)",,,120,en,
vrp0bEaflDQC,A Short Social and Political History of Britain,Robert Laird Mackie,,1929,Great Britain,,,416,en,
9WzU6aFVk-0C,Persian Literature: Qurʹānic literature history and biography. 2 v. - v. 2; pt. 1 Mathematics. Weights and measures. Astronomy and astrology; pt. 2. Medicine; pt. 3. Encyclopaedias and miscellanies. Arts and crafts. Science. Occult arts,,,1927,Persian literature,,,850,en,
JQ2hLiD9HdMC,"History of the Reign of Ferdinand and Isabella, the Catholic",William Hickling Prescott,,1904,Spain,,,448,en,
_8hOBnsp9-4C,Bulletin ... of the Natural History Survey,Frank Morely Woodruff,,1907,Birds,,,252,en,
14ewwuJWVMIC,"The History, Vegetation and Flora of the Nordhouse Dunes, Manistee National Forest, Mason County, Michigan",Brian Theodore Hazlett,,1981,Natural history,,,266,en,
rNs-FDB1ukAC,Practical History of the Violin...,Heinrich Bauer,,1911,Violin labels,,,134,en,
OUBuflC06HAC,Some Landmarks of Dept. of Agriculture History,United States. Department of Agriculture. Office of Information,,1952,,,,52,en,
ZRQmi98Y8mIC,"History of Grant and Hardy Counties, West Virginia",Elvin Lycurgus Judy,,1951,Grant County (W. Va.),,,484,en,
rbHnsq8p1FoC,"The History of the Jews in Spokane, Washington",Moses N. Janton,,1926,Jews,,,30,en,
gde6LGmEmEsC,"A History of the Colony of Sierra Leone, Western Africa",John Joseph Crooks,,1903,Great Britain,,,416,en,
ZIwKnLDN3PYC,"The History of the Early Settlement of Norton County, Kansas ; Black Kettle",Frank M. Lockard,,1967,Mustang,,,352,en,
CxepkOIwwsYC,A History of Selected Critical Factors and Barriers in the Development of Black Higher Education,Forest H. C. Holman,,1975,African Americans,,,664,en,
ncl1KVst-uQC,A Short History & Description of the Church & Abbey of Mont S. Michel with Some Account of the Town and Fortress,Henri Jean Louis Joseph Massé,,1902,,,,158,en,
6Jpjx4cCahEC,History and Genealogy of the Ege Family in the United States,Thompson Prettyman Ege,,1911,"Ege family (Bernhard Ege, fl. 1738)",,,332,en,
AYA4IHdEnDIC,"Manual of the Congregational Church and History of the Church and Parish in Hadlyme, Connecticut","Hadlyme Congregational Church (Hadlyme, Conn.), Clarence C. Lyon",,1914,Hadlyme (Conn.),,,84,en,
on6mD75kOskC,History and cartulary of the Greek monastery of St. Elias and St. Anastasius of Carbone,Gertrude Robinson,,1929,,,,174,en,
IZaEiNcV_1cC,"Chronology of the Most Important Events Connected with Florida History During Four Hundred and Fifteen Years, 1513 to 1928",Robert Ranson,,1928,Florida,,,52,en,
nuCD-buNpLAC,"A History of Old Syracuse, 1654-1899",Anne Kathleen Baker,,1941,Syracuse (N.Y.),,,204,en,
b9xtTRT79foC,"The Province of Ontario--a History, 1615-1927","Jesse Edgar Middleton, Fred Landon",,1927,Ontario,,,610,en,V. 3-5 biographical.
TGEgxJjw3gsC,The natural history of animals. 8 half-vols,James Richard Ainsworth Davis,,1904,,,,320,en,
j68d278yeKEC,An Illustrated History of the Russian Revolution,"Valentin Astrov, Aleksandr Nikolaevich Sli︠e︡pkov, J. Thomas",,1928,Soviet Union,,,408,en,
b7mhrH2eaVIC,"Charter and By-laws, with History [by Charles King]",New York Chamber of Commerce,,1938,,,,82,en,
55hEghaV5_gC,The History of England from the Earliest Period to the Present Time,"David Hume, William C. Stafford",,1867,Great Britain,,,748,en,
kUHyCXtyiA8C,"The Bibliography of the ""History of the World"" and of the ""Remains"" of Sir Walter Ralegh",Thomas Nadauld Brushfield,,1972,Biography & Autobiography,,,24,en,
KSnGn8audBIC,The Illustrious and Renowned History of the Seven Famous Champions of Christendom,Richard Johnson,,1815,,,,128,en,
VvzOgh-ug44C,Catalog of Copyright Entries. Third Series,Library of Congress. Copyright Office,,1969,Copyright,,,272,en,
sIAXx5C0M-sC,The Economic History of China,Mabel Ping-hua Lee,,1921,Agriculture,,,680,en,
Cu4JekH4PWcC,National Union Catalog,,,1956,Union catalogs,,,,en,Includes entries for maps and atlases.
o55ei-E29cIC,National Register of Microform Masters,Library of Congress. Catalog Publication Division,,1976,Books on microfilm,,,832,en,
gksMoqlwbpIC,The Andhra Pradesh Gazette,Andhra Pradesh (India),,1963,,,,548,en,
mWv96eNbhaYC,Proceedings of the Indian Philosophical Congress,Indian Philosophical Congress,,1948,Hindu philosophy,,,68,en,
1Af4m0vKPswC,Ethics and the materialistic conception of history,Karl Kautsky,,1909,Ethics,,,216,en,
AKm5T0FIwMMC,A Short History of Costume & Armour,"Francis Michael Kelly, Randolph Schwabe",,1931,Armor,,,180,en,
1MruqrWx5igC,New Serial Titles,,,1989,Periodicals,,,1944,en,"A union list of serials commencing publication after Dec. 31, 1949."
U8n0XueIGwcC,Catalog of the United States Geological Survey Library,U.S. Geological Survey Library,,1974,Geology,,,724,en,
ChHKaSb8Bu0C,International Directory of Arts 2013,,K.G. Saur Verlag,2012,Antiques & Collectibles,,,752,en,"The 37th edition of International Directory of Arts (IDA) contains more about 150,000 addresses (including telephone and fax numbers, eMail and URL) from all over the world: Museums and Public Galleries Universities, Academies, Schools Associations Art and Antique Trade, Numismatics Art and Antiques Fairs Galleries Auctioneers Restorers Art Publishers Art Journals Antiquarians and Art Booksellers Within each chapter, addresses are arranged by country and within country, sections are set our alph"
iWVdcHCr_Q4C,Scientific Papers,,,1997,Natural history,,,372,en,
iDFWbuuyi5cC,California Women,,,1986,Women,,,156,en,
gbM4lBtcxmcC,Library of Congress Subject Headings,Library of Congress. Policy and Standards Division,,2009,Form headings,,,158,en,
5gqwMmSMwSMC,Bibliography of Agriculture with Subject Index,,,1979,Agriculture,,,1324,en,
d0TGHlY8bmgC,Introduction to Research,"Walther G. Prausnitz, Armour H. Nelson",,1959,Report writing,,,296,en,
Tb8yEAAAQBAJ,History Hacking,Mario Arndt,BoD – Books on Demand,2021-06-10,History,,,190,de,History Hacking beruht in erster Linie auf dem Computational Thinking. Dieser Band enthält die wesentlichen Erkenntnisse der Forschungen des Geschichtsanalytikers Mario Arndt. Hack #0: Methoden des History Hacking Hack #1: Die erfundenen Königslisten des Mittelalters Hack #2: Die erfundenen antiken Zeitrechnungen Hack #3: Der Zahlencode der Bibel in der Geschichte Hack #4: Der 800-Jahres-Takt Hack #5: Karl der Große Fiktive Hack #6: Der erfundene Kaiser Augustus Hack #7: Die Neudatierung der ast
LU03EQAAQBAJ,An Outline History of the World,H.A. Davies,Vani Prakashan,2024-12-11,History,,,591,en,"An Outline History of the World by H. A. Davies is a sweeping chronicle of human history, encompassing the grand narrative from the ancient world to the cusp of the 20th century. Originally published in 1928, Davies' tome remains an impressive feat of historical synthesis, offering a concise and objective overview of the major events, empires, cultures, and figures that have shaped our world. The book unfolds chronologically, taking readers on a captivating journey through the rise and fall of c"
